country_id,country_iso3c,country_name_en,polgroup_id,political_group,natparty_id,national_party,national_party_long
16,ITA,Italy,5152,NI,5270,PD,Partito Democratico
16,ITA,Italy,5704,Renew,5440,Independent,Independent
16,ITA,Italy,5704,Renew,6477,IV - Centro,Italia Viva – Il Centro
16,ITA,Italy,5152,NI,5440,Independent,Independent
16,ITA,Italy,5152,NI,6502,AVS,Alleanza Verdi e Sinistra
16,ITA,Italy,5704,Renew,6478,AZ,Azione
16,ITA,Italy,5152,NI,5268,M5S,Movimento 5 Stelle
16,ITA,Italy,5152,NI,6467,DC,Democrazia Cristiana
16,ITA,Italy,5153,PPE,5262,FI,Forza Italia
16,ITA,Italy,5148,ECR,5445,FdL,FRATELLI D' ITALIA
16,ITA,Italy,5153,PPE,5440,Independent,Independent
16,ITA,Italy,5155,Verts/ALE,5440,Independent,Independent
16,ITA,Italy,5153,PPE,5272,SVP,Südtiroler Volkspartei
16,ITA,Italy,5154,S&D,5270,PD,Partito Democratico
16,ITA,Italy,5588,ID,5576,L,Lega
16,ITA,Italy,5154,S&D,5440,Independent,Independent
17,LTU,Lithuania,5704,Renew,5275,LRLS,Lietuvos Respublikos liberalų sąjūdis
17,LTU,Lithuania,5155,Verts/ALE,5461,Ind.,Independent
17,LTU,Lithuania,5148,ECR,5279,LLRA,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga
17,LTU,Lithuania,5155,Verts/ALE,5282,LVZS,Lietuvos valstiečių ir žaliųjų sąjunga
17,LTU,Lithuania,5153,PPE,5276,TS-LKD,Tėvynės sąjunga-Lietuvos krikščionys demokratai
17,LTU,Lithuania,5154,S&D,5363,LSDP,Lietuvos socialdemokratų partija
17,LTU,Lithuania,5152,NI,5443,Darbo partija,Darbo partija
18,LUX,Luxembourg,5704,Renew,5284,DP,Parti démocratique
18,LUX,Luxembourg,5153,PPE,5285,CSV,Parti chrétien social luxembourgeois
18,LUX,Luxembourg,5704,Renew,6499,FOKUS,Fokus
18,LUX,Luxembourg,5154,S&D,5283,LSAP,Parti ouvrier socialiste luxembourgeois
18,LUX,Luxembourg,5155,Verts/ALE,5286,Déi Gréng,Déi Gréng - Les Verts
19,LVA,Latvia,5153,PPE,5292,V,"Partija """"VIENOTĪBA"""""
19,LVA,Latvia,5154,S&D,6085,Gods,Gods kalpot Rīgai
19,LVA,Latvia,5154,S&D,5289,Saskaņa SDP,"""""Saskaņa"""" sociāldemokrātiskā partija"
19,LVA,Latvia,5704,Renew,5581,AP!,Attīstībai/Par!
19,LVA,Latvia,5148,ECR,5288,TB/LNNK,"Nacionālā apvienība """"Visu Latvijai!""""-""""Tēvzemei un Brīvībai/LNNK"""""
19,LVA,Latvia,5152,NI,5291,LKS,Latvijas Krievu savienība
20,MLT,Malta,5154,S&D,5295,PL,Partit Laburista
20,MLT,Malta,5153,PPE,5296,PN,Partit Nazzjonalista
21,NLD,Netherlands,5154,S&D,5298,PvdA,Partij van de Arbeid
21,NLD,Netherlands,5704,Renew,5299,D66,Democraten 66
21,NLD,Netherlands,5148,ECR,5306,SGP,Staatkundig Gereformeerde Partij
21,NLD,Netherlands,5704,Renew,5297,VVD,Volkspartij voor Vrijheid en Democratie
21,NLD,Netherlands,5148,ECR,6231,Independent,Independent
21,NLD,Netherlands,6259,The Left,5301,PvdD,Partij voor de Dieren
21,NLD,Netherlands,5153,PPE,5305,ChristenUnie,ChristenUnie
21,NLD,Netherlands,5704,Renew,6231,Independent,Independent
21,NLD,Netherlands,5153,PPE,5303,CDA,Christen Democratisch Appèl
21,NLD,Netherlands,5148,ECR,6342,MDD,Meer Directe Democratie
21,NLD,Netherlands,5155,Verts/ALE,5300,GroenLinks,GroenLinks
21,NLD,Netherlands,5152,NI,5533,FVD,Forum voor Democratie
21,NLD,Netherlands,5148,ECR,6260,JA21,JA21
22,POL,Poland,5154,S&D,4945,Independent,Independent
22,POL,Poland,5155,Verts/ALE,5460,Independent,Independent
22,POL,Poland,5148,ECR,5311,PiS,Prawo i Sprawiedliwość
22,POL,Poland,5153,PPE,5314,PSL,Polskie Stronnictwo Ludowe
22,POL,Poland,5154,S&D,6347,NL,Nowa Lewica
22,POL,Poland,5704,Renew,6346,PL2050,Polska 2050
22,POL,Poland,5153,PPE,5313,PO,Platforma Obywatelska
22,POL,Poland,5154,S&D,5460,Independent,Independent
22,POL,Poland,5153,PPE,5460,Independent,Independent
22,POL,Poland,5148,ECR,6476,SP,Sovereign Poland
22,POL,Poland,5148,ECR,5309,SPZZ,Solidarna Polska Zbigniewa Ziobro
22,POL,Poland,5154,S&D,5310,SLD-UP,Sojusz Lewicy Demokratycznej - Unia Pracy
23,PRT,Portugal,5153,PPE,5530,CDS-PP,Partido do Centro Democrático Social-Partido Popular
23,PRT,Portugal,5154,S&D,5317,PS,Partido Socialista
23,PRT,Portugal,6259,The Left,5416,PCP,Partido Comunista Português
23,PRT,Portugal,5153,PPE,5315,PSD,Partido Social Democrata
23,PRT,Portugal,6259,The Left,5318,BE,Bloco de Esquerda
23,PRT,Portugal,5155,Verts/ALE,5423,Ind.,Independent
24,ROU,Romania,5153,PPE,5324,PMP,Partidul Mișcarea Populară
24,ROU,Romania,5155,Verts/ALE,5365,Independent,Independent
24,ROU,Romania,5704,Renew,5580,USR,Uniunea Salvați România
24,ROU,Romania,5148,ECR,6483,PNCR,Partidului Național Conservator Român (PNCR)
24,ROU,Romania,5704,Renew,5365,Independent,Independent
24,ROU,Romania,5154,S&D,5505,PROR,PRO Romania
24,ROU,Romania,5152,NI,6500,AUR,Alianța pentru Unirea Românilor
24,ROU,Romania,5153,PPE,5325,UDMR,Uniunea Democrată Maghiară din România
24,ROU,Romania,5153,PPE,5323,PNL,Partidul Naţional Liberal
24,ROU,Romania,5154,S&D,5320,PSD,Partidul Social Democrat
24,ROU,Romania,5704,Renew,6432,REPER,Reînnoim Proiectul European al României
25,SVK,Slovakia,5152,NI,6285,HREP,Hnutie Republika
25,SVK,Slovakia,5153,PPE,5438,Ind.,Independent
25,SVK,Slovakia,5153,PPE,5556,OĽaNO,Obyčajní ľudia a nezávislé osobnosti
25,SVK,Slovakia,5704,Renew,5587,PS,Progresívne Slovensko
25,SVK,Slovakia,5154,S&D,5438,Ind.,Independent
25,SVK,Slovakia,5152,NI,5344,SMER-SD,SMER-Sociálna demokracia
25,SVK,Slovakia,5152,NI,6287,Patriot,Slovak PATRIOT
25,SVK,Slovakia,5704,Renew,5438,Ind.,Independent
25,SVK,Slovakia,5153,PPE,5343,KDH,Kresťanskodemokratické hnutie
25,SVK,Slovakia,5148,ECR,5384,SaS,Sloboda a Solidarita
26,SVN,Slovenia,5153,PPE,5338,NSi-KD,Nova Slovenija – Krščanski demokrati
26,SVN,Slovenia,5704,Renew,6447,GS,Gibanje Svoboda
26,SVN,Slovenia,5154,S&D,5339,SD,Socialni demokrati
26,SVN,Slovenia,5153,PPE,5411,SLS,Slovenska ljudska stranka
26,SVN,Slovenia,5153,PPE,5337,SDS,Slovenska demokratska stranka
27,SWE,Sweden,5155,Verts/ALE,5333,MP,Miljöpartiet de gröna
27,SWE,Sweden,5153,PPE,5329,M,Moderaterna
27,SWE,Sweden,5154,S&D,5328,S,Arbetarepartiet- Socialdemokraterna
27,SWE,Sweden,6259,The Left,5335,V,Vänsterpartiet
27,SWE,Sweden,5704,Renew,5331,FP,Liberalerna
27,SWE,Sweden,5153,PPE,6504,FOLKLISTAN,Folklistan
27,SWE,Sweden,5153,PPE,5330,KD,Kristdemokraterna
27,SWE,Sweden,5704,Renew,5332,C,Centerpartiet
27,SWE,Sweden,5148,ECR,5393,SD,Sverigedemokraterna
