date,file_name,vt_title_en,vl_order,vl_row_id,heading,subject_of_the_amendment,am_no,author,rcv_etc,vote,remarks,vl_title_en
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,5,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 41,12,ESN,RCV,-,ESN AM calling to limit participation at COPs,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,6,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",After § 41,13,ESN,RCV,-,ESN AM calling to limit participation at COPs,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,7,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",After § 43,8,The Left,"",-,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,8,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",After § 48,5,PfE,RCV,-,PfE AM against the Green Deal,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,9,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",After § 56,14,ESN,RCV,-,ESN AM denouncing “climate scaremongering”,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,10,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 66,§,original text,split,"","",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,11,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 66,"","",1,+,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,12,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 66,"","",2 RCV,+,Reference to zero-pollution ambition in water policy,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,13,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 72,§,original text,split,"","",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,14,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 72,"","",1,+,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,15,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 72,"","",2 RCV,+,Phase-out harmful single-use plastics as part of global agreement,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,16,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",After § 83,6,PfE,RCV,-,"PfE AM calling to “lift the 2035 ban on petrol and diesel cars”
KEY VOTE",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,17,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 90,§,original text,split,"","",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,18,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 90,"","",1,+,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,19,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 90,"","",2,+,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,20,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 91,§,original text,split,"","",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,21,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 91,"","",1,+,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,22,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 91,"","",2,+,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,23,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 95,§,original text,RCV,+,"Contribution of defence sector to climate action, in line with EU Climate and Defence Roadmap",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,24,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 98,§,original text,split,"","",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,25,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 98,"","",1,+,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,26,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 98,"","",2,+,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,27,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 131,§,original text,split,"","",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,28,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 131,"","",1,+,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,29,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",§ 131,"","",2,free vote,AM to support the deployment of “low-carbon” energy (in addition to renewables),
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,30,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",After § 131,1,MEPs,split,"","",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,31,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",After § 131,"","",1 RCV,-,PfE AM on nuclear,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,32,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",After § 131,"","",2 RCV,-,PfE AM on nuclear,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,33,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",After § 131,"","",3 RCV,-,PfE AM on nuclear,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,34,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",Recital A,9,ESN,RCV,-,ESN AM against the Green Deal,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,35,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",After Recital F,3,PfE,RCV,-,PfE Am against the Green Deal,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,36,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",Recital G,4,PfE,RCV,-,PfE Am against EU climate ambition,
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,37,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",Recital I,2,EPP,"",+,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,38,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",After recital AC,7,The Left,"",-,"",
2024-11-14,VOLF ENVI 20242718RSP UN Climate Change Conference 2024 in Baku (COP29) [Decaro Wiesner].docx,"UN Climate Change Conference 2024 in Baku, Azerbaijan (COP29)",7,39,"Motion for a resolution B10-0156/2024(Committee on the Environment, Public Health and Food Safety)",vote: resolution (as a whole),"","",RCV,+,If key vote AM 6 adopted: vote against,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,1,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",After § 1,1,The Left,RCV,-,Calls for an EU diplomatic initiative for an immediate ceasefire in Ukraine,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,2,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",After § 2,2,The Left,RCV,-,Argues that the sanctions have not been effective in preventing or putting an end to the war in Ukraine; deplores the costs of the sanctions for households and industries,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,3,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",After § 2,3,The Left,RCV,-,Condemns double standards in EU sanctions policy (Israel),
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,4,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",§ 4,4,The Left,RCV,-,Deplores that the Marshall Islands were taken out from the EU list of non-cooperative jurisdictions for tax purposes,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,5,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",§ 15,§,original text,split,"","",
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,6,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",§ 15,"","",1,+,Keep negotiated text. Sanctions and military support to Ukraine undermined as long as the EU continues to import Russian fossil fuels,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,7,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",§ 15,"","",2 RCV,+,Keep negotiated text. Calls for the EU to ban  imports of Russian fossil fuels and nuclear products,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,8,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",After § 15,6,PfE,RCV,-,Calls for an audit on the negative impact on the EU of sanctions against Russia,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,9,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",§ 16,§,original text,split,"","",
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,10,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",§ 16,"","",1,+,"Keep negotiated text. Enforce the price cap on Russian oil, crack down loopholes used by Russia and cease the purchase of Russian oil products",
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,11,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",§ 16,"","",2 RCV,+,Keep negotiated text. Identify buyers of Russian oil and cease the purchase of oil products,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,12,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",§ 16,"","",3,+,Keep negotiated text. Harmonised testing of the origin of fossil fuel,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,13,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",§ 16,"","",4,+,Keep negotiated text. the word “harmonised”,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,14,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",Recital G,5,The Left,RCV,-,Issue of shadow fleet’s vessels registered in tax havens and one particular example,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,15,"Joint motion for a resolution RC10-0161/2024(EPP, S&D, ECR, Renew and Greens/ EFA)",vote: resolution (as a whole),"","","",+,adoption = MRs replacedand B10-0160/2024 falls,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,16,motions for resolutions by political groups,B10-0160/2024,"",The Left,"",-,ad. = all MRs fall,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,17,motions for resolutions by political groups,B10-0161/2024,"",S&D,"",-,ad. = all MRs fall,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,18,motions for resolutions by political groups,B10-0162/2024,"",Renew,"",+,ad. = all MRs fall,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,19,motions for resolutions by political groups,B10-0163/2024,"",Greens/ EFA,"",-,ad. = B10-0164 and B10-0166 fall,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,20,motions for resolutions by political groups,B10-0164/2024,"",EPP,"",-,ad. = B10-0166 falls,
2024-11-14,VOLF RESO AFET RC10-0161-2024 Russia [Gerbrandy Guetta].docx,EU actions against the Russian shadow fleets and ensuring a full enforcement of sanctions against Russia,8,21,motions for resolutions by political groups,B10-0166/2024,"",ECR,"",-,"",
2024-11-26,VOLF CONT 20240804NLE  ECA partial renewal - Ilana Ivanova BG [Molnar]_EN.docx,,1,1,"",vote: nomination of Iliana Ivanova,,"","",+,Secret ballot (Rule 198(1)),Molnár (A10-0018/2024) - Partial renewal of Members of the Court of Auditors – BG nominee
2024-11-26,VOLF ENVI 20242836RPS Objection_Maize MON 89034x1507xNK603 [Häusling et al]_EN.docx,,2,1,"Motion for a resolution B10-0148/2024(Committee on the Environment, Public Health and Food Safety.)",After § 2,2,ECR,RCV,-,"article calling on COM to ensure convergence of standards between Union and partners in free trade negotiations, “to meet Union safety standards”;",Objection pursuant to Rule 115(2) and (3): genetically modified maize MON 89034 × 1507 × NK603
2024-11-26,VOLF ENVI 20242836RPS Objection_Maize MON 89034x1507xNK603 [Häusling et al]_EN.docx,,2,2,"Motion for a resolution B10-0148/2024(Committee on the Environment, Public Health and Food Safety.)",After recital O,1,ECR,RCV,-,recital on current negotiations on the free trade agreement with the Mercosur countries;,Objection pursuant to Rule 115(2) and (3): genetically modified maize MON 89034 × 1507 × NK603
2024-11-26,VOLF ENVI 20242836RPS Objection_Maize MON 89034x1507xNK603 [Häusling et al]_EN.docx,,2,3,"Motion for a resolution B10-0148/2024(Committee on the Environment, Public Health and Food Safety.)",vote: resolution (as a whole),,"",RCV,free vote,"",Objection pursuant to Rule 115(2) and (3): genetically modified maize MON 89034 × 1507 × NK603
2024-11-26,VOLF ENVI 20242835RPS Objection_Cotton COT102 [Häusling et al]_EN.docx,,3,1,"Motion for a resolution B10-0145/2024(Committee on the Environment, Public Health and Food Safety)",vote: resolution (as a whole),,"",RCV,free vote,"",Objection pursuant to Rule 115(2) and (3): genetically modified cotton COT102
2024-11-26,VOLF ENVI 20242834RPS Objection_Maize MON 89034x1507 MON 88017x59122 [Häusling et al]_EN.docx,,4,1,"Motion for a resolution B10-0147/2024(Committee on the Environment, Public Health and Food Safety)",After § 2,2,ECR,RCV,-,"article calling on COM to ensure convergence of standards between Union and partners in free trade negotiations, “to meet Union safety standards”;",Objection pursuant to Rule 115(2) and (3): genetically modified maize MON 89034 × 1507 × MON 88017 x 59122 and eight sub-combinations
